priority,address,bundle_id,runtime_status,recommended_action,sheet_jp,sheet_ko,current_static_text,expected_if_18_is_control,only_leading_ko_diff_vs_sheet,current_payload_hex,direct_18_E518,source_payload_hex,nul_run,next_control,control_adjacent_08_17,predecessor_address,predecessor_text,next_dialogue_address,next_dialogue_text,status,confidence
P3_direct_ext3_control_adjacent_text_drift,629E9A,scenario_629E88,unverified,confirm_current_text_then_rehome,タ－ゲット、エゥ－ゴ旗艦だ！！,조준 타깃 조준점은 에우고의 기함 아가마선이다！！,こ표적、　에우고　기함이다！！,표적、　에우고　기함이다！！,,18E51830B8010101010101,True,18FD0707F8E3F2BD0DF044,2,1728,True,629E88,콜로니　레이저　충전을　서둘러라！！,629EB1,브라이트　함장！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,629EF9,scenario_629EE1,unverified,confirm_current_text_then_rehome,なんとしても発射を阻止しろ！！,무슨 수단을 동원해서라도 레이저 발사를 저지 격파해야 한다！！,こ무슨　수를　써서든　발사를　막아라！！,무슨　수를　써서든　발사를　막아라！！,,18E51830BD01010101010101,True,18FD65F10215F464F3FDF044,2,1728,True,629EE9,전력으로　콜로니　레이저로　가라！！,629F0F,콜로니　레이저　조준은　아직인가！？,quarantine,unresolved
P4_direct_ext3_text_drift,629FA3,scenario_629F8E,unverified,review_translation_and_runtime_by_bundle,あと２タ－ン以内に,앞으로 단 2턴 이내에,こ앞으로　단　２턴　이내에,앞으로　단　２턴　이내에,,18E51830C0010101010101,True,18F3D9E026F85CC4E0CE0C,1,,,629F95,콜로니　레이저가　발사된다！！,629FAF,콜로니・레이저를　파괴하는　거다！！,quarantine,unresolved
P4_direct_ext3_text_drift,629FED,scenario_629FDC,unverified,review_translation_and_runtime_by_bundle,なんとしてもこのタ－ン中に,어떻게 해서든 이번 턴 이내에 포대를 격침해 정지시켜라,こ무슨　수를　써서든　이번　턴에,무슨　수를　써서든　이번　턴에,,18E51830C401010101,True,18FD65F362F85C520C,1,,,629FDC,안　돼、　시간이　없어！！,629FF7,콜로니・레이저를　파괴하는　거다！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A02F,scenario_62A024,unverified,review_translation_and_runtime_by_bundle,こうなれば総力戦だ！,일이 이리 된 바에야 아군의 모든 사격 화력을 동원한 총력전이다！,こ이렇게　되면　총력전이다！,이렇게　되면　총력전이다！,,18E51830C701010101,True,18FD00E0BE57390D03,2,,,62A024,……동요하지　마라！！,62A03A,こ전군으로　에우고와　네오　지온을,quarantine,unresolved
P4_direct_ext3_text_drift,62A03A,scenario_62A024,unverified,review_translation_and_runtime_by_bundle,全軍をもってエゥ－ゴとネオ・ジオンを,아군 전 병력을 전개해 침입하는 에우고와 네오 지온 잔당을,こ전군으로　에우고와　네오　지온을,전군으로　에우고와　네오　지온을,,18E5184B9E010101010101010101,True,18F584F9ADF8E313F1002AF7AB15,1,,,62A02F,こ이렇게　되면　총력전이다！,62A049,맞아　싸운다！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A08E,scenario_62A080,unverified,review_translation_and_runtime_by_bundle,グレミ－軍がアクシズを,그레미의 반란군이 우리 본진 요새인 액시즈를,こ그레미군이　액시즈를,그레미군이　액시즈를,,18E5180B37010101,True,18F9C78F17FB7415,1,,,62A080,그、　그레미군입니다！！,62A097,점령했다는　보고가……！！,quarantine,unresolved
P5_non_direct_native_or_other,62A0B1,scenario_62A0A6,unverified,do_not_autofix_static_false_positive_possible,………………,………………,こ………………,………………,True,18F617F617,,18F617F617,2,,,62A0A6,……뭐라고！？,62A0B8,こ……어쩔　수　없군。,quarantine,unresolved
P4_direct_ext3_text_drift,62A0B8,scenario_62A0A6,unverified,review_translation_and_runtime_by_bundle,……やむをえんな。,"……형세의 판짜기가 틀어져 퇴로를 잃었군, 부득이한 퇴각이다.",こ……어쩔　수　없군。,……어쩔　수　없군。,,18E51830C901,True,18F191FDA80A,1,,,62A0B1,こ………………,62A0BF,나머지는　에우고에　맡긴다！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,62A0CA,scenario_62A0A6,unverified,confirm_current_text_then_rehome,全部隊、撒退せよ！！,"전투함 및 전 모빌슈트 부대, 일제히 요격을 멈추고 신속히 철수해라！！",こ전　부대、　철수하라！！,전　부대、　철수하라！！,,18E518399A0101010101,True,18F74207F238F557F044,2,1728,True,62A0BF,나머지는　에우고에　맡긴다！,62A0DE,……무슨　일이지！？,quarantine,unresolved
P4_direct_ext3_text_drift,62A0FC,scenario_62A0EE,unverified,review_translation_and_runtime_by_bundle,グレミ－軍がアクシズを,그레미의 반란군이 우리 본진 요새인 액시즈를,こ그레미군이　액시즈를,그레미군이　액시즈를,,18E5180B37010101,True,18F9C78F17FB7415,1,,,62A0EE,그、　그레미군입니다！！,62A105,점령했다는　보고가……！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A11F,scenario_62A114,unverified,review_translation_and_runtime_by_bundle,アクシズを奪われては,우리의 핵심 보급지 액시즈 본진을 강탈당한 상태로 후퇴하면,こ액시즈를　빼앗기면,액시즈를　빼앗기면,,18E51830CC0101010101,True,18FB7415E131F242F396,1,,,62A114,……안　돼！！,62A12A,우리는　고립되고　만다！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,62A137,scenario_62A114,unverified,confirm_current_text_then_rehome,全部隊、撒退せよ！！,"전투함 및 전 모빌슈트 부대, 일제히 요격을 멈추고 신속히 철수해라！！",こ전　부대、　철수하라！！,전　부대、　철수하라！！,,18E518399A0101010101,True,18F74207F238F557F044,2,1728,True,62A12A,우리는　고립되고　만다！,62A14B,……샤아。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,62A155,scenario_62A14B,unverified,confirm_current_text_then_rehome,いずれ貴様との決着はつける！,머지않아 네놈과의 묵은 원한은 칼날로 확실하게 매듭짓겠다！,こ언젠가　너와는　결판을　내겠다！,언젠가　너와는　결판을　내겠다！,,18E5184A9D010101010101010101,True,18F800F1C0F17FF3F608F0810F03,2,1728,True,62A14B,……샤아。,62A16D,……………,quarantine,unresolved
P4_direct_ext3_text_drift,62A221,scenario_62A218,unverified,review_translation_and_runtime_by_bundle,生の感情を出すようでは、,"그리 멘탈 깨진 감정선에 휩싸여 주먹질해대는 꼬락서니로는,",こ생감정을　드러내선、,생감정을　드러내선、,,18E5181AC20101010101,True,18CE05F316156FFCA007,1,,,62A218,훗……,62A22C,속물은　움직여도　내겐　안　통한다。,quarantine,unresolved
P4_direct_ext3_text_drift,62A2C8,scenario_62A2B2,unverified,review_translation_and_runtime_by_bundle,ようやく面白くなってきた！,이제야 전장 판짜기가 꽤나 피비린내 나게 흥미진진해졌어！,こ이제야　전장　판짜기가　꽤나　피비린내,이제야　전장　판짜기가　꽤나　피비린내,,18E51830D801010101010101,True,18FAECF2F624F5200B321103,1,,,62A2BA,조금은　하는　모양이군……。,62A2D5,하하하핫！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A70A,scenario_62A6FD,unverified,review_translation_and_runtime_by_bundle,タ－ンＸに攻撃を集中！！,턴 엑스 소체에 전 함선 포문을 돌려 융단 폭격해라！！,こ턴Ｘ에　공격을　집중！！,턴Ｘ에　공격을　집중！！,,18E5183AC80101010101010101,True,18F85CE04E0CF35A15F334F044,1,,,62A6FD,큭！……동요하지　마라！！,62A718,무슨　일이　있어도　놈을　떨어뜨려라！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A782,scenario_62A775,unverified,review_translation_and_runtime_by_bundle,我らの闘争本能の赴くままに,우리 내면의 솟구치는 야수 투쟁 본능이 이끄는 궤적대로,こ우리의　투쟁본능이　가는　대로,우리의　투쟁본능이　가는　대로,,18E51830F80101010101010101,True,186AF059F8E505E3432421210C,1,,,62A775,하하하하！　그래、　그거다！！,62A790,턴끼리　에너지를　다　써　버리면、,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,62A7A1,scenario_62A775,unverified,confirm_current_text_then_rehome,地球は滅ぼされないかもしれんぞぉ！,도리어 인류 대지는 멸망하지 않고 구제받아 연명할지도 모르지 않느냐！！,こ지구는　안　망할지도　모른다！,지구는　안　망할지도　모른다！,,18E51830F9010101010101010101010101,True,18F57008E08AE102F35BF526FC536EBA03,2,0883,True,62A790,턴끼리　에너지를　다　써　버리면、,62A7B7,그런　건가아！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A801,scenario_62A7F0,unverified,review_translation_and_runtime_by_bundle,死を意識するから、,"칼침에 뇌세포가 으스러져 죽을 위기를 눈앞에서 대면하기에,",こ죽음을　의식하니까、,죽음을　의식하니까、,,18E51891C8010101,True,18AD15F0BFF91607,1,,,62A7F0,싸우면　기운이　나는군、　로라！！,62A80A,살아　있음을　실감할　수　있다！！,quarantine,unresolved
P4_direct_ext3_text_drift,62A853,scenario_62A849,unverified,review_translation_and_runtime_by_bundle,命を繰り返すためには,생명의 윤회와 생존 경쟁의 나선 궤도를 멈추지 않으려면,こ생명을　이어가려면,생명을　이어가려면,,18E51830FF010101010101010101,True,18E00815E1D727E05B1E11F40008,1,,,62A849,……아니야！,62A862,싸움을　계속해야　하니　남은　거다！,quarantine,unresolved
P4_direct_ext3_text_drift,62AAB4,scenario_62AAA7,unverified,review_translation_and_runtime_by_bundle,わざわざやられに出向くとは、,"아군 지원 병력도 없이 혼자 기어 나와 사지에서 요격당해 대파당하다니,",こ일부러　당하러　오다니、,일부러　당하러　오다니、,,18E518310E01010101010101,True,18FA4C3A1CF037F126F84207,1,,,62AAA7,후、　깅가남　녀석……,62AAC1,어리석은　놈이군……。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,62AB6F,scenario_62AB51,unverified,confirm_current_text_then_rehome,全部隊、エゥ－ゴに攻撃を集中せよ！！,"전투함 및 전 모빌슈트 부대, 일제히 아가마 에우고 본진을 조준해 격살하라！！",こ전　부대、　에우고에　공격　집중！！,전　부대、　에우고에　공격　집중！！,,18E518299D0101010101010101010101,True,18F74207F8E30CF35A15F334F557F044,2,1728,True,62AB60,이제　두려울　것　없다！！,62AB89,팝티머스　님……！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,62AC33,scenario_62AC26,unverified,confirm_current_text_then_rehome,……意外に使えん男だ。,……생각보단 잔재주 밖에 없는 무능한 녀석이었구먼.,こ……뜻밖에　쓸모없는　남자군。,……뜻밖에　쓸모없는　남자군。,,18E518311B010101010101010101,True,18F191F0D20CE001F076E06B0D0A,2,1728,True,62AC26,제리드가　당했나……,62AC4B,적　함대、　전력　소실！,quarantine,unresolved
P4_direct_ext3_text_drift,62ACFC,scenario_62ACE0,unverified,review_translation_and_runtime_by_bundle,諸悪の根源は、ミネバさまをいただき……,"이 모든 우주 분열 비극의 핵심 원인은, 어린 미네바 폐하를 인질로 옹립하고……",こ모든　악의　근원은　미네바를　앞세워……,모든　악의　근원은　미네바를　앞세워……,,18E518C5570101010101010101010101010101,True,18F1A905F1B00807F6ACF34F15F26A0D32F191,2,,,62ACEC,이제　인내할　때는　끝났다！,62AD11,こ기만의　지온을　잇고자　한,quarantine,unresolved
P4_direct_ext3_text_drift,62AD11,scenario_62ACE0,unverified,review_translation_and_runtime_by_bundle,ぎまんあふれるジオンを受け継ごうとした,위선과 기만으로 가득 찬 독재 자비 가문 복권극을 자행하려 획책하던,こ기만의　지온을　잇고자　한,기만의　지온을　잇고자　한,,18E518C5580101010101010101010101010101010101,True,18E04C21191F5BF047F7AB15E00928E11DD3F1F1F41B,1,,,62ACFC,こ모든　악의　근원은　미네바를　앞세워……,62AD28,하만　칸에게　있다！！,quarantine,unresolved
P4_direct_ext3_text_drift,62AD33,scenario_62ACE0,unverified,review_translation_and_runtime_by_bundle,真なるネオ・ジオンをこの手に握るのは、,"순수한 장병들의 피로 건조할 진정한 네오 지온의 통치권을 계승할 자격은,",こ진정한　네오　지온을　손에　넣을　자는、,진정한　네오　지온을　손에　넣을　자는、,,18E518C5590101010101010101010101010101,True,18E084F514F1002AF7ABF6FB720CE1FFF70D07,2,,,62AD28,하만　칸에게　있다！！,62AD48,こ하만의　목을,quarantine,unresolved
P4_direct_ext3_text_drift,62AD48,scenario_62ACE0,unverified,review_translation_and_runtime_by_bundle,ハマ－ンの首を,그 반역자 하만 칸의 목지를 참수해,こ하만의　목을,하만의　목을,,18E51831230101,True,18FA2905E23B15,1,,,62AD33,こ진정한　네오　지온을　손에　넣을　자는、,62AD50,내　앞에　바칠　제군들이다！！,quarantine,unresolved
P5_non_direct_native_or_other,62ADC8,scenario_62ADA7,unverified,do_not_autofix_static_false_positive_possible,ふふふ……,후후후…,こ후후후……,후후후……,,18F28AF093,,18F87FF191,2,1728,True,62ADB7,……실력을　보도록　하지。,62ADD7,마음에　들어、　그레미。　좋아。,quarantine,unresolved
P4_direct_ext3_text_drift,62AE0A,scenario_62ADF6,unverified,review_translation_and_runtime_by_bundle,昨日までハマ－ンに,어제까지만 해도 하만 칸 군화 밑을 핥으며,こ어제까지　하만에게,어제까지　하만에게,,18E5184AC90101010101,True,18E442E06CF19DFA290C,1,,,62ADF6,네가　기뻐하라고　하는　말이　아니다。,62AE15,충성을　맹세했던　자들이다……,quarantine,unresolved
